nsc_iso,markt_haendlernummer,haendlernummer,soc_qlf,soc_sor,soc_num,soc_num_txt,eigene_werkstatt_mit_strecke
DEU,DEU1K610,1K610,,1001,1001,1001-channel text,Y
DEU,DEU1K61B,1K61B,1,1001,1001,1001-channel text,N
DEU,DEU1L179,1L179,,1001,1001,1001-channel text,N
DEU,DEU1M560,1M560,,1001,1001,1001-channel text,Y
DEU,DEU1M590,1M590,,1001,1001,1001-channel text,Y
DEU,DEU1MS99,1MS99,,1001,1001,1001-channel text,N
DEU,DEU1MS9A,1MS9A,1,1001,1001,1001-channel text,N
DEU,DEU1P550,1P550,1,1001,1001,1001-channel text,N
DEU,DEU1P55B,1P55B,,1001,1001,1001-channel text,Y
DEU,DEU1P55C,1P55C,,1001,1001,1001-channel text,N
DEU,DEU1PN90,1PN90,1,1001,1001,1001-channel text,N
DEU,DEU1PN9A,1PN9A,1,1001,1001,1001-channel text,Y
DEU,DEU1Q119,1Q119,,1001,1001,1001-channel text,N
DEU,DEU1S6G0,1S6G0,,1001,1001,1001-channel text,N
DEU,DEU1S6G9,1S6G9,1,1001,1001,1001-channel text,N
DEU,DEU1T670,1T670,1,1001,1001,1001-channel text,Y
DEU,DEU1T67B,1T67B,1,1001,1001,1001-channel text,Y
DEU,DEU1T67C,1T67C,1,1001,1001,1001-channel text,Y
DEU,DEU1T67F,1T67F,1,1001,1001,1001-channel text,Y
DEU,DEU1T67J,1T67J,1,1001,1001,1001-channel text,Y
DEU,DEU1T67K,1T67K,1,1001,1001,1001-channel text,Y
DEU,DEU1T67M,1T67M,1,1001,1001,1001-channel text,Y
DEU,DEU1T67P,1T67P,1,1001,1001,1001-channel text,Y
DEU,DEU1T67Q,1T67Q,1,1001,1001,1001-channel text,Y
DEU,DEU1T67R,1T67R,1,1001,1001,1001-channel text,Y
DEU,DEU1UA90,1UA90,1,1001,1001,1001-channel text,N
DEU,DEU1UA9B,1UA9B,,1001,1001,1001-channel text,Y
DEU,DEU1UA9C,1UA9C,,1001,1001,1001-channel text,Y
DEU,DEU1V109,1V109,,1001,1001,1001-channel text,N
DEU,DEU1V199,1V199,,1001,1001,1001-channel text,N
DEU,DEU1V299,1V299,,1001,1001,1001-channel text,N
DEU,DEU1V399,1V399,,1001,1001,1001-channel text,N
DEU,DEU1V499,1V499,,1001,1001,1001-channel text,N
DEU,DEU1V599,1V599,1,1001,1001,1001-channel text,N
DEU,DEU1V740,1V740,1,1001,1001,1001-channel text,N
DEU,DEU1V74Z,1V74Z,,1001,1001,1001-channel text,N
DEU,DEU1VA99,1VA99,,1001,1001,1001-channel text,N
DEU,DEU1VG90,1VG90,1,1001,1001,1001-channel text,N
DEU,DEU1VG9B,1VG9B,,1001,1001,1001-channel text,Y
DEU,DEU1W220,1W220,,1001,1001,1001-channel text,Y
DEU,DEU1W250,1W250,,1001,1001,1001-channel text,Y
DEU,DEU1W259,1W259,1,1001,1001,1001-channel text,N
DEU,DEU1W25A,1W25A,,1001,1001,1001-channel text,Y
DEU,DEU1W25C,1W25C,,1001,1001,1001-channel text,Y
DEU,DEU1W540,1W540,,1001,1001,1001-channel text,Y
DEU,DEU1W54A,1W54A,,1001,1001,1001-channel text,Y
DEU,DEU1W787,1W787,,1001,1001,1001-channel text,N
DEU,DEU1W788,1W788,,1001,1001,1001-channel text,N
DEU,DEU1Y520,1Y520,,1001,1001,1001-channel text,Y
DEU,DEU1Y52A,1Y52A,,1001,1001,1001-channel text,Y
DEU,DEU1Y52B,1Y52B,,1001,1001,1001-channel text,Y
DEU,DEU1Y52C,1Y52C,,1001,1001,1001-channel text,Y
DEU,DEU1Y800,1Y800,,1001,1001,1001-channel text,Y
DEU,DEU1Y80A,1Y80A,,1001,1001,1001-channel text,Y
DEU,DEU1Z179,1Z179,1,1001,1001,1001-channel text,N
DEU,DEU1Z880,1Z880,1,1001,1001,1001-channel text,N
DEU,DEU1Z88A,1Z88A,,1001,1001,1001-channel text,Y
DEU,DEU1Z88B,1Z88B,,1001,1001,1001-channel text,Y
DEU,DEU1Z88D,1Z88D,,1001,1001,1001-channel text,Y
DEU,DEU1Z88E,1Z88E,,1001,1001,1001-channel text,Y
DEU,DEU1Z88F,1Z88F,,1001,1001,1001-channel text,Y
DEU,DEU1Z88G,1Z88G,,1001,1001,1001-channel text,Y
DEU,DEU1Z88H,1Z88H,,1001,1001,1001-channel text,Y
DEU,DEU1Z88K,1Z88K,,1001,1001,1001-channel text,Y
DEU,DEU1Z88L,1Z88L,,1001,1001,1001-channel text,Y
DEU,DEU1Z88M,1Z88M,,1001,1001,1001-channel text,Y
DEU,DEU2A172,2A172,,1001,1001,1001-channel text,Y
DEU,DEU2A850,2A850,,1001,1001,1001-channel text,Y
DEU,DEU2B132,2B132,1,1001,1001,1001-channel text,N
DEU,DEU2B134,2B134,1,1001,1001,1001-channel text,Y
DEU,DEU2B139,2B139,1,1001,1001,1001-channel text,N
DEU,DEU2B532,2B532,1,1001,1001,1001-channel text,Y
DEU,DEU2C113,2C113,,1001,1001,1001-channel text,Y
DEU,DEU2L695,2L695,1,1001,1001,1001-channel text,N
DEU,DEU2S898,2S898,,1001,1001,1001-channel text,N
DEU,DEU2T674,2T674,1,1001,1001,1001-channel text,Y
DEU,DEU2VG11,2VG11,,1001,1001,1001-channel text,Y
DEU,DEU2VG12,2VG12,,1001,1001,1001-channel text,Y
DEU,DEU2VG13,2VG13,,1001,1001,1001-channel text,Y
DEU,DEU2VG14,2VG14,,1001,1001,1001-channel text,Y
DEU,DEU2VG15,2VG15,,1001,1001,1001-channel text,Y
DEU,DEU2WA22,2WA22,,1001,1001,1001-channel text,Y
AUT,AUT10600,10600,1,1101,101,101-channel text,N
AUT,AUT11400,11400,1,1101,101,101-channel text,N
AUT,AUT19000,19000,1,1101,101,101-channel text,N
AUT,AUT21800,21800,1,1101,101,101-channel text,N
AUT,AUT22800,22800,1,1101,101,101-channel text,N
AUT,AUT30100,30100,1,1101,101,101-channel text,N
AUT,AUT30600,30600,1,1101,101,101-channel text,N
AUT,AUT35000,35000,1,1101,101,101-channel text,N
AUT,AUT46900,46900,1,1101,101,101-channel text,N
AUT,AUT54100,54100,1,1101,101,101-channel text,N
AUT,AUT58600,58600,1,1101,101,101-channel text,N
AUT,AUT61800,61800,1,1101,101,101-channel text,N
AUT,AUT61900,61900,1,1101,101,101-channel text,N
AUT,AUT62500,62500,1,1101,101,101-channel text,N
CHE,CHE50700,50700,1,1101,101,101-channel text,N
CHE,CHE52800,52800,1,1101,101,101-channel text,N
CHE,CHE53700,53700,1,1101,101,101-channel text,N
CHE,CHE54700,54700,1,1101,101,101-channel text,N
CHE,CHE55000,55000,1,1101,101,101-channel text,N
CHE,CHE63000,63000,1,1101,101,101-channel text,N
CHE,CHE64400,64400,1,1101,101,101-channel text,N
CHE,CHE64700,64700,1,1101,101,101-channel text,N
CHE,CHE64800,64800,1,1101,101,101-channel text,N
CHE,CHE65200,65200,1,1101,101,101-channel text,N
CHE,CHE66000,66000,1,1101,101,101-channel text,N
CHE,CHE66700,66700,1,1101,101,101-channel text,N
CHE,CHE67400,67400,1,1101,101,101-channel text,N
CHE,CHE67600,67600,1,1101,101,101-channel text,N
DEU,DEU1A170,1A170,1,1101,101,101-channel text,N
DEU,DEU1A280,1A280,,1101,101,101-channel text,Y
DEU,DEU1A300,1A300,1,1101,101,101-channel text,N
DEU,DEU1A30B,1A30B,1,1101,101,101-channel text,Y
DEU,DEU1A520,1A520,1,1101,101,101-channel text,N
DEU,DEU1A550,1A550,1,1101,101,101-channel text,N
DEU,DEU1A55A,1A55A,,1101,101,101-channel text,N
DEU,DEU1AM90,1AM90,1,1101,101,101-channel text,N
DEU,DEU1B100,1B100,,1101,101,101-channel text,N
DEU,DEU1B109,1B109,1,1101,101,101-channel text,N
DEU,DEU1B10G,1B10G,,1101,101,101-channel text,Y
DEU,DEU1B10K,1B10K,,1101,101,101-channel text,Y
DEU,DEU1B10N,1B10N,,1101,101,101-channel text,Y
DEU,DEU1B240,1B240,1,1101,101,101-channel text,N
DEU,DEU1B24B,1B24B,1,1101,101,101-channel text,Y
DEU,DEU1B24D,1B24D,1,1101,101,101-channel text,Y
DEU,DEU1B24E,1B24E,1,1101,101,101-channel text,Y
DEU,DEU1B24F,1B24F,1,1101,101,101-channel text,Y
DEU,DEU1B24G,1B24G,1,1101,101,101-channel text,Y
DEU,DEU1B580,1B580,1,1101,101,101-channel text,N
DEU,DEU1B58B,1B58B,1,1101,101,101-channel text,Y
DEU,DEU1B58F,1B58F,1,1101,101,101-channel text,Y
DEU,DEU1BC90,1BC90,1,1101,101,101-channel text,N
DEU,DEU1BC9A,1BC9A,1,1101,101,101-channel text,N
DEU,DEU1BW90,1BW90,1,1101,101,101-channel text,Y
DEU,DEU1BW99,1BW99,1,1101,101,101-channel text,N
DEU,DEU1BW9D,1BW9D,1,1101,101,101-channel text,Y
DEU,DEU1BW9E,1BW9E,1,1101,101,101-channel text,Y
DEU,DEU1BW9G,1BW9G,1,1101,101,101-channel text,N
DEU,DEU1BW9H,1BW9H,1,1101,101,101-channel text,Y
DEU,DEU1BW9J,1BW9J,1,1101,101,101-channel text,Y
DEU,DEU1BW9M,1BW9M,1,1101,101,101-channel text,N
DEU,DEU1BW9Q,1BW9Q,1,1101,101,101-channel text,Y
DEU,DEU1BW9R,1BW9R,1,1101,101,101-channel text,Y
DEU,DEU1C150,1C150,1,1101,101,101-channel text,N
DEU,DEU1C15C,1C15C,,1101,101,101-channel text,Y
DEU,DEU1C15D,1C15D,,1101,101,101-channel text,Y
DEU,DEU1D399,1D399,1,1101,101,101-channel text,N
DEU,DEU1D820,1D820,,1101,101,101-channel text,Y
DEU,DEU1D829,1D829,1,1101,101,101-channel text,N
DEU,DEU1E199,1E199,1,1101,101,101-channel text,N
DEU,DEU1E300,1E300,1,1101,101,101-channel text,N
DEU,DEU1E30A,1E30A,1,1101,101,101-channel text,Y
DEU,DEU1E30D,1E30D,1,1101,101,101-channel text,Y
DEU,DEU1ER90,1ER90,1,1101,101,101-channel text,N
DEU,DEU1ER9C,1ER9C,1,1101,101,101-channel text,Y
DEU,DEU1FA90,1FA90,1,1101,101,101-channel text,Y
DEU,DEU1FA9A,1FA9A,1,1101,101,101-channel text,Y
DEU,DEU1J590,1J590,,1101,101,101-channel text,Y
DEU,DEU1J598,1J598,1,1101,101,101-channel text,N
DEU,DEU1J599,1J599,1,1101,101,101-channel text,N
DEU,DEU1J59K,1J59K,,1101,101,101-channel text,Y
DEU,DEU1J59L,1J59L,,1101,101,101-channel text,Y
DEU,DEU1J59N,1J59N,,1101,101,101-channel text,Y
DEU,DEU1J59Q,1J59Q,,1101,101,101-channel text,Y
DEU,DEU1J5A0,1J5A0,,1101,101,101-channel text,Y
DEU,DEU1K219,1K219,1,1101,101,101-channel text,N
DEU,DEU1K300,1K300,,1101,101,101-channel text,Y
DEU,DEU1K30A,1K30A,,1101,101,101-channel text,N
DEU,DEU1K360,1K360,1,1101,101,101-channel text,N
DEU,DEU1K610,1K610,,1101,101,101-channel text,Y
DEU,DEU1K61B,1K61B,1,1101,101,101-channel text,N
DEU,DEU1L179,1L179,1,1101,101,101-channel text,N
DEU,DEU1M560,1M560,,1101,101,101-channel text,Y
DEU,DEU1M590,1M590,,1101,101,101-channel text,Y
DEU,DEU1MS99,1MS99,,1101,101,101-channel text,N
DEU,DEU1MS9A,1MS9A,1,1101,101,101-channel text,N
DEU,DEU1P550,1P550,1,1101,101,101-channel text,N
DEU,DEU1P55B,1P55B,,1101,101,101-channel text,Y
DEU,DEU1P55C,1P55C,,1101,101,101-channel text,N
DEU,DEU1PN90,1PN90,1,1101,101,101-channel text,N
DEU,DEU1PN9A,1PN9A,1,1101,101,101-channel text,Y
DEU,DEU1Q119,1Q119,1,1101,101,101-channel text,N
DEU,DEU1S6G0,1S6G0,,1101,101,101-channel text,N
DEU,DEU1S6G9,1S6G9,1,1101,101,101-channel text,N
DEU,DEU1T670,1T670,1,1101,101,101-channel text,Y
DEU,DEU1T67B,1T67B,1,1101,101,101-channel text,Y
DEU,DEU1T67C,1T67C,1,1101,101,101-channel text,Y
DEU,DEU1T67F,1T67F,1,1101,101,101-channel text,Y
DEU,DEU1T67J,1T67J,1,1101,101,101-channel text,Y
DEU,DEU1T67K,1T67K,1,1101,101,101-channel text,Y
DEU,DEU1T67M,1T67M,1,1101,101,101-channel text,Y
DEU,DEU1T67P,1T67P,1,1101,101,101-channel text,Y
DEU,DEU1T67Q,1T67Q,1,1101,101,101-channel text,Y
DEU,DEU1T67R,1T67R,1,1101,101,101-channel text,Y
DEU,DEU1UA90,1UA90,1,1101,101,101-channel text,N
DEU,DEU1UA9B,1UA9B,,1101,101,101-channel text,Y
DEU,DEU1UA9C,1UA9C,,1101,101,101-channel text,Y
DEU,DEU1V109,1V109,1,1101,101,101-channel text,N
DEU,DEU1V199,1V199,1,1101,101,101-channel text,N
DEU,DEU1V299,1V299,1,1101,101,101-channel text,N
DEU,DEU1V399,1V399,1,1101,101,101-channel text,N
DEU,DEU1V499,1V499,1,1101,101,101-channel text,N
DEU,DEU1V599,1V599,1,1101,101,101-channel text,N
DEU,DEU1V740,1V740,1,1101,101,101-channel text,N
DEU,DEU1V74Z,1V74Z,,1101,101,101-channel text,N
DEU,DEU1VA99,1VA99,1,1101,101,101-channel text,N
DEU,DEU1VG90,1VG90,1,1101,101,101-channel text,N
DEU,DEU1VG9B,1VG9B,,1101,101,101-channel text,Y
DEU,DEU1W220,1W220,,1101,101,101-channel text,Y
DEU,DEU1W250,1W250,,1101,101,101-channel text,Y
DEU,DEU1W259,1W259,1,1101,101,101-channel text,N
DEU,DEU1W25A,1W25A,,1101,101,101-channel text,Y
DEU,DEU1W25C,1W25C,,1101,101,101-channel text,Y
DEU,DEU1W540,1W540,,1101,101,101-channel text,Y
DEU,DEU1W54A,1W54A,,1101,101,101-channel text,Y
DEU,DEU1W787,1W787,1,1101,101,101-channel text,N
DEU,DEU1W788,1W788,1,1101,101,101-channel text,N
DEU,DEU1Y520,1Y520,,1101,101,101-channel text,Y
DEU,DEU1Y52A,1Y52A,,1101,101,101-channel text,Y
DEU,DEU1Y52B,1Y52B,,1101,101,101-channel text,Y
DEU,DEU1Y52C,1Y52C,,1101,101,101-channel text,Y
DEU,DEU1Y800,1Y800,,1101,101,101-channel text,Y
DEU,DEU1Y80A,1Y80A,,1101,101,101-channel text,Y
DEU,DEU1Z179,1Z179,1,1101,101,101-channel text,N
DEU,DEU1Z880,1Z880,1,1101,101,101-channel text,N
DEU,DEU1Z88A,1Z88A,,1101,101,101-channel text,Y
DEU,DEU1Z88B,1Z88B,,1101,101,101-channel text,Y
DEU,DEU1Z88D,1Z88D,,1101,101,101-channel text,Y
DEU,DEU1Z88E,1Z88E,,1101,101,101-channel text,Y
DEU,DEU1Z88F,1Z88F,,1101,101,101-channel text,Y
DEU,DEU1Z88G,1Z88G,,1101,101,101-channel text,Y
DEU,DEU1Z88H,1Z88H,,1101,101,101-channel text,Y
DEU,DEU1Z88K,1Z88K,,1101,101,101-channel text,Y
DEU,DEU1Z88L,1Z88L,,1101,101,101-channel text,Y
DEU,DEU1Z88M,1Z88M,,1101,101,101-channel text,Y
DEU,DEU2A172,2A172,,1101,101,101-channel text,Y
DEU,DEU2A850,2A850,,1101,101,101-channel text,Y
DEU,DEU2B132,2B132,1,1101,101,101-channel text,N
DEU,DEU2B134,2B134,1,1101,101,101-channel text,Y
DEU,DEU2B139,2B139,1,1101,101,101-channel text,N
DEU,DEU2B532,2B532,1,1101,101,101-channel text,Y
DEU,DEU2C113,2C113,,1101,101,101-channel text,Y
DEU,DEU2L695,2L695,1,1101,101,101-channel text,N
DEU,DEU2S898,2S898,,1101,101,101-channel text,N
DEU,DEU2T674,2T674,1,1101,101,101-channel text,Y
DEU,DEU2VG11,2VG11,,1101,101,101-channel text,Y
DEU,DEU2VG12,2VG12,,1101,101,101-channel text,Y
DEU,DEU2VG13,2VG13,,1101,101,101-channel text,Y
DEU,DEU2VG14,2VG14,,1101,101,101-channel text,Y
DEU,DEU2VG15,2VG15,,1101,101,101-channel text,Y
DEU,DEU2WA22,2WA22,,1101,101,101-channel text,Y
AUT,AUT10600,10600,,1102,102,102-channel text,N
AUT,AUT11400,11400,,1102,102,102-channel text,N
AUT,AUT19000,19000,,1102,102,102-channel text,N
AUT,AUT21800,21800,,1102,102,102-channel text,N
AUT,AUT22800,22800,,1102,102,102-channel text,N
AUT,AUT30100,30100,,1102,102,102-channel text,N
AUT,AUT30600,30600,,1102,102,102-channel text,N
AUT,AUT35000,35000,,1102,102,102-channel text,N
AUT,AUT46900,46900,,1102,102,102-channel text,N
AUT,AUT54100,54100,,1102,102,102-channel text,N
AUT,AUT58600,58600,,1102,102,102-channel text,N
AUT,AUT61800,61800,,1102,102,102-channel text,N
AUT,AUT61900,61900,,1102,102,102-channel text,N
AUT,AUT62500,62500,,1102,102,102-channel text,N
CHE,CHE50700,50700,,1102,102,102-channel text,N
CHE,CHE52800,52800,1,1102,102,102-channel text,N
CHE,CHE53700,53700,,1102,102,102-channel text,N
CHE,CHE54700,54700,,1102,102,102-channel text,N
CHE,CHE55000,55000,,1102,102,102-channel text,N
CHE,CHE63000,63000,,1102,102,102-channel text,N
CHE,CHE64400,64400,,1102,102,102-channel text,N
CHE,CHE64700,64700,,1102,102,102-channel text,N
CHE,CHE64800,64800,,1102,102,102-channel text,N
CHE,CHE65200,65200,,1102,102,102-channel text,N
CHE,CHE66000,66000,,1102,102,102-channel text,N
CHE,CHE66700,66700,,1102,102,102-channel text,N
CHE,CHE67400,67400,,1102,102,102-channel text,N
CHE,CHE67600,67600,,1102,102,102-channel text,N
DEU,DEU1A170,1A170,,1102,102,102-channel text,N
DEU,DEU1A280,1A280,,1102,102,102-channel text,Y
DEU,DEU1A300,1A300,,1102,102,102-channel text,N
DEU,DEU1A30B,1A30B,,1102,102,102-channel text,Y
DEU,DEU1A520,1A520,,1102,102,102-channel text,N
DEU,DEU1A550,1A550,,1102,102,102-channel text,N
DEU,DEU1A55A,1A55A,,1102,102,102-channel text,N
DEU,DEU1AM90,1AM90,,1102,102,102-channel text,N
DEU,DEU1B100,1B100,,1102,102,102-channel text,N
DEU,DEU1B109,1B109,,1102,102,102-channel text,N
DEU,DEU1B10G,1B10G,,1102,102,102-channel text,Y
DEU,DEU1B10K,1B10K,,1102,102,102-channel text,Y
DEU,DEU1B10N,1B10N,,1102,102,102-channel text,Y
DEU,DEU1B240,1B240,,1102,102,102-channel text,N
DEU,DEU1B24B,1B24B,,1102,102,102-channel text,Y
DEU,DEU1B24D,1B24D,,1102,102,102-channel text,Y
DEU,DEU1B24E,1B24E,,1102,102,102-channel text,Y
DEU,DEU1B24F,1B24F,,1102,102,102-channel text,Y
DEU,DEU1B24G,1B24G,,1102,102,102-channel text,Y
DEU,DEU1B580,1B580,,1102,102,102-channel text,N
DEU,DEU1B58B,1B58B,,1102,102,102-channel text,Y
DEU,DEU1B58F,1B58F,,1102,102,102-channel text,Y
DEU,DEU1BC90,1BC90,,1102,102,102-channel text,N
DEU,DEU1BC9A,1BC9A,,1102,102,102-channel text,N
DEU,DEU1BW90,1BW90,,1102,102,102-channel text,Y
DEU,DEU1BW99,1BW99,,1102,102,102-channel text,N
DEU,DEU1BW9D,1BW9D,,1102,102,102-channel text,Y
DEU,DEU1BW9E,1BW9E,,1102,102,102-channel text,Y
DEU,DEU1BW9G,1BW9G,,1102,102,102-channel text,N
DEU,DEU1BW9H,1BW9H,,1102,102,102-channel text,Y
DEU,DEU1BW9J,1BW9J,,1102,102,102-channel text,Y
DEU,DEU1BW9M,1BW9M,,1102,102,102-channel text,N
DEU,DEU1BW9Q,1BW9Q,,1102,102,102-channel text,Y
DEU,DEU1BW9R,1BW9R,,1102,102,102-channel text,Y
DEU,DEU1C150,1C150,,1102,102,102-channel text,N
DEU,DEU1C15C,1C15C,,1102,102,102-channel text,Y
DEU,DEU1C15D,1C15D,,1102,102,102-channel text,Y
DEU,DEU1D399,1D399,,1102,102,102-channel text,N
DEU,DEU1D820,1D820,,1102,102,102-channel text,Y
DEU,DEU1D829,1D829,,1102,102,102-channel text,N
DEU,DEU1E199,1E199,,1102,102,102-channel text,N
DEU,DEU1E300,1E300,,1102,102,102-channel text,N
DEU,DEU1E30A,1E30A,,1102,102,102-channel text,Y
DEU,DEU1E30D,1E30D,,1102,102,102-channel text,Y
DEU,DEU1ER90,1ER90,,1102,102,102-channel text,N
DEU,DEU1ER9C,1ER9C,,1102,102,102-channel text,Y
DEU,DEU1FA90,1FA90,,1102,102,102-channel text,Y
DEU,DEU1FA9A,1FA9A,,1102,102,102-channel text,Y
DEU,DEU1J590,1J590,,1102,102,102-channel text,Y
DEU,DEU1J598,1J598,,1102,102,102-channel text,N
DEU,DEU1J599,1J599,,1102,102,102-channel text,N
DEU,DEU1J59K,1J59K,,1102,102,102-channel text,Y
DEU,DEU1J59L,1J59L,,1102,102,102-channel text,Y
DEU,DEU1J59N,1J59N,,1102,102,102-channel text,Y
DEU,DEU1J59Q,1J59Q,,1102,102,102-channel text,Y
DEU,DEU1J5A0,1J5A0,,1102,102,102-channel text,Y
DEU,DEU1K219,1K219,,1102,102,102-channel text,N
DEU,DEU1K300,1K300,,1102,102,102-channel text,Y
DEU,DEU1K30A,1K30A,,1102,102,102-channel text,N
DEU,DEU1K360,1K360,,1102,102,102-channel text,N
DEU,DEU1K610,1K610,,1102,102,102-channel text,Y
DEU,DEU1K61B,1K61B,,1102,102,102-channel text,N
DEU,DEU1L179,1L179,,1102,102,102-channel text,N
DEU,DEU1M560,1M560,,1102,102,102-channel text,Y
DEU,DEU1M590,1M590,,1102,102,102-channel text,Y
DEU,DEU1MS99,1MS99,,1102,102,102-channel text,N
DEU,DEU1MS9A,1MS9A,,1102,102,102-channel text,N
DEU,DEU1P550,1P550,,1102,102,102-channel text,N
DEU,DEU1P55B,1P55B,,1102,102,102-channel text,Y
DEU,DEU1P55C,1P55C,,1102,102,102-channel text,N
DEU,DEU1PN90,1PN90,,1102,102,102-channel text,N
DEU,DEU1PN9A,1PN9A,,1102,102,102-channel text,Y
DEU,DEU1Q119,1Q119,,1102,102,102-channel text,N
DEU,DEU1S6G0,1S6G0,,1102,102,102-channel text,N
DEU,DEU1S6G9,1S6G9,,1102,102,102-channel text,N
DEU,DEU1T670,1T670,,1102,102,102-channel text,Y
DEU,DEU1T67B,1T67B,,1102,102,102-channel text,Y
DEU,DEU1T67C,1T67C,,1102,102,102-channel text,Y
DEU,DEU1T67F,1T67F,,1102,102,102-channel text,Y
DEU,DEU1T67J,1T67J,,1102,102,102-channel text,Y
DEU,DEU1T67K,1T67K,,1102,102,102-channel text,Y
DEU,DEU1T67M,1T67M,,1102,102,102-channel text,Y
DEU,DEU1T67P,1T67P,,1102,102,102-channel text,Y
DEU,DEU1T67Q,1T67Q,,1102,102,102-channel text,Y
DEU,DEU1T67R,1T67R,,1102,102,102-channel text,Y
DEU,DEU1UA90,1UA90,,1102,102,102-channel text,N
DEU,DEU1UA9B,1UA9B,,1102,102,102-channel text,Y
DEU,DEU1UA9C,1UA9C,,1102,102,102-channel text,Y
DEU,DEU1V109,1V109,,1102,102,102-channel text,N
DEU,DEU1V199,1V199,,1102,102,102-channel text,N
DEU,DEU1V299,1V299,,1102,102,102-channel text,N
DEU,DEU1V399,1V399,,1102,102,102-channel text,N
DEU,DEU1V499,1V499,,1102,102,102-channel text,N
DEU,DEU1V599,1V599,,1102,102,102-channel text,N
DEU,DEU1V740,1V740,,1102,102,102-channel text,N
DEU,DEU1V74Z,1V74Z,,1102,102,102-channel text,N
DEU,DEU1VA99,1VA99,,1102,102,102-channel text,N
DEU,DEU1VG90,1VG90,,1102,102,102-channel text,N
DEU,DEU1VG9B,1VG9B,,1102,102,102-channel text,Y
DEU,DEU1W220,1W220,,1102,102,102-channel text,Y
DEU,DEU1W250,1W250,,1102,102,102-channel text,Y
DEU,DEU1W259,1W259,,1102,102,102-channel text,N
DEU,DEU1W25A,1W25A,,1102,102,102-channel text,Y
DEU,DEU1W25C,1W25C,,1102,102,102-channel text,Y
DEU,DEU1W540,1W540,,1102,102,102-channel text,Y
DEU,DEU1W54A,1W54A,,1102,102,102-channel text,Y
DEU,DEU1W787,1W787,,1102,102,102-channel text,N
DEU,DEU1W788,1W788,,1102,102,102-channel text,N
DEU,DEU1Y520,1Y520,,1102,102,102-channel text,Y
DEU,DEU1Y52A,1Y52A,,1102,102,102-channel text,Y
DEU,DEU1Y52B,1Y52B,,1102,102,102-channel text,Y
DEU,DEU1Y52C,1Y52C,,1102,102,102-channel text,Y
DEU,DEU1Y800,1Y800,,1102,102,102-channel text,Y
DEU,DEU1Y80A,1Y80A,,1102,102,102-channel text,Y
DEU,DEU1Z179,1Z179,,1102,102,102-channel text,N
DEU,DEU1Z880,1Z880,,1102,102,102-channel text,N
DEU,DEU1Z88A,1Z88A,,1102,102,102-channel text,Y
DEU,DEU1Z88B,1Z88B,,1102,102,102-channel text,Y
DEU,DEU1Z88D,1Z88D,,1102,102,102-channel text,Y
DEU,DEU1Z88E,1Z88E,,1102,102,102-channel text,Y
DEU,DEU1Z88F,1Z88F,,1102,102,102-channel text,Y
DEU,DEU1Z88G,1Z88G,,1102,102,102-channel text,Y
DEU,DEU1Z88H,1Z88H,,1102,102,102-channel text,Y
DEU,DEU1Z88K,1Z88K,,1102,102,102-channel text,Y
DEU,DEU1Z88L,1Z88L,,1102,102,102-channel text,Y
DEU,DEU1Z88M,1Z88M,,1102,102,102-channel text,Y
DEU,DEU2A172,2A172,,1102,102,102-channel text,Y
DEU,DEU2A850,2A850,,1102,102,102-channel text,Y
DEU,DEU2B132,2B132,,1102,102,102-channel text,N
DEU,DEU2B134,2B134,,1102,102,102-channel text,Y
DEU,DEU2B139,2B139,,1102,102,102-channel text,N
DEU,DEU2B532,2B532,1,1102,102,102-channel text,Y
DEU,DEU2C113,2C113,,1102,102,102-channel text,Y
DEU,DEU2L695,2L695,,1102,102,102-channel text,N
DEU,DEU2S898,2S898,,1102,102,102-channel text,N
DEU,DEU2T674,2T674,,1102,102,102-channel text,Y
DEU,DEU2VG11,2VG11,,1102,102,102-channel text,Y
DEU,DEU2VG12,2VG12,,1102,102,102-channel text,Y
DEU,DEU2VG13,2VG13,,1102,102,102-channel text,Y
DEU,DEU2VG14,2VG14,,1102,102,102-channel text,Y
DEU,DEU2VG15,2VG15,,1102,102,102-channel text,Y
DEU,DEU2WA22,2WA22,,1102,102,102-channel text,Y
AUT,AUT10600,10600,1,1103,103,103-channel text,N
AUT,AUT11400,11400,1,1103,103,103-channel text,N
AUT,AUT19000,19000,1,1103,103,103-channel text,N
AUT,AUT21800,21800,1,1103,103,103-channel text,N
AUT,AUT22800,22800,1,1103,103,103-channel text,N
AUT,AUT30100,30100,1,1103,103,103-channel text,N
AUT,AUT30600,30600,1,1103,103,103-channel text,N
AUT,AUT35000,35000,1,1103,103,103-channel text,N
AUT,AUT46900,46900,1,1103,103,103-channel text,N
AUT,AUT54100,54100,1,1103,103,103-channel text,N
AUT,AUT58600,58600,1,1103,103,103-channel text,N
AUT,AUT61800,61800,1,1103,103,103-channel text,N
AUT,AUT61900,61900,1,1103,103,103-channel text,N
AUT,AUT62500,62500,1,1103,103,103-channel text,N
CHE,CHE50700,50700,1,1103,103,103-channel text,N
CHE,CHE52800,52800,1,1103,103,103-channel text,N
CHE,CHE53700,53700,1,1103,103,103-channel text,N
CHE,CHE54700,54700,1,1103,103,103-channel text,N
CHE,CHE55000,55000,1,1103,103,103-channel text,N
CHE,CHE63000,63000,1,1103,103,103-channel text,N
CHE,CHE64400,64400,1,1103,103,103-channel text,N
